NIVEL;CURSO;OA;COD_ASG;ASIGNATURA;CATEGORIA;DESCRIPCION
B;4B;OAT 18;EF04;Ed. Física y Salud;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;5B;OAT 18;EF05;Ed. Física y Salud;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;6B;OAT 18;EF06;Ed. Física y Salud;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;7B;OAT 18;EF07;Ed. Física y Salud;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;8B;OAT 18;EF08;Ed. Física y Salud;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;1B;OAT 18;HI01;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;1M;OAT 18;HI1M;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;2B;OAT 18;HI02;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;2M;OAT 18;HI2M;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;3B;OAT 18;HI03;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;4B;OAT 18;HI04;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;5B;OAT 18;HI05;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;6B;OAT 18;HI06;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;7B;OAT 18;HI07;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;8B;OAT 18;HI08;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
M;1M;OAT 18;IN1M;Inglés;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
M;2M;OAT 18;IN2M;Inglés;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;5B;OAT 18;IN05;Inglés;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;6B;OAT 18;IN06;Inglés;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;7B;OAT 18;IN07;Inglés;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;8B;OAT 18;IN08;Inglés;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
M;1M;OAT 18;LE1M;Lengua y Literatura;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
M;2M;OAT 18;LE2M;Lengua y Literatura;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;1B;OAT 18;LE01;Lenguaje y Comunicación;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;2B;OAT 18;LE02;Lenguaje y Comunicación;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;3B;OAT 18;LE03;Lenguaje y Comunicación;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;4B;OAT 18;LE04;Lenguaje y Comunicación;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;5B;OAT 18;LE05;Lenguaje y Comunicación;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;6B;OAT 18;LE06;Lenguaje y Comunicación;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;1B;OAT 18;MA01;Matemática;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;1M;OAT 18;MA1M;Matemática;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;2B;OAT 18;MA02;Matemática;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;2M;OAT 18;MA2M;Matemática;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;3B;OAT 18;MA03;Matemática;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;4B;OAT 18;MA04;Matemática;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;5B;OAT 18;MA05;Matemática;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;6B;OAT 18;MA06;Matemática;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;7B;OAT 18;MA07;Matemática;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;8B;OAT 18;MA08;Matemática;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;1B;OAT 18;MU01;Música;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;1M;OAT 18;MU1M;Música;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;2B;OAT 18;MU02;Música;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;2M;OAT 18;MU2M;Música;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;3B;OAT 18;MU03;Música;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;4B;OAT 18;MU04;Música;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;5B;OAT 18;MU05;Música;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;6B;OAT 18;MU06;Música;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;7B;OAT 18;MU07;Música;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;8B;OAT 18;MU08;Música;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;1B;OAT 18;TE01;Tecnología;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;1M;OAT 18;TE1M;Tecnología;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;2B;OAT 18;TE02;Tecnología;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
M;2M;OAT 18;TE2M;Tecnología;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;3B;OAT 18;TE03;Tecnología;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;4B;OAT 18;TE04;Tecnología;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;5B;OAT 18;TE05;Tecnología;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;6B;OAT 18;TE06;Tecnología;Aprendizajes Transversales;Conocer, respetar y defender la igualdad de derechos esenciales de todas las personas, sin distinción de sexo, edad, condición física, etnia, religión o situación económica, y actuar en concordancia con el principio ético que reconoce que todos los “seres humanos nacen libres e iguales en dignidad y derechos y, dotados de razón y conciencia, deben comportarse fraternalmente los unos con los otros” (Declaración Universal de Derechos Humanos, Artículo 1°).
B;7B;OAT 18;TE07;Tecnología;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;8B;OAT 18;TE08;Tecnología;Aprendizajes Transversales;Reconocer y respetar la diversidad cultural, religiosa y étnica y las ideas y creencias distintas de las propias en los espacios escolares, familiares y comunitarios, interactuando de manera constructiva mediante la cooperación y reconociendo el diálogo como fuente de crecimiento y de superación de las diferencias.
B;1B;OAT 19;AR01;Artes Visuales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;2B;OAT 19;AR02;Artes Visuales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;2M;OAT 19;AR2M;Artes Visuales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;3B;OAT 19;AR03;Artes Visuales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;4B;OAT 19;AR04;Artes Visuales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;5B;OAT 19;AR05;Artes Visuales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;AR06;Artes Visuales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;7B;OAT 19;AR07;Artes Visuales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;8B;OAT 19;AR08;Artes Visuales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
M;1M;OAT 19;AR1M;Artes Visuales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;1B;OAT 19;CN01;Ciencias Naturales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;1M;OAT 19;CN1M;Ciencias Naturales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;2B;OAT 19;CN02;Ciencias Naturales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;2M;OAT 19;CN2M;Ciencias Naturales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;3B;OAT 19;CN03;Ciencias Naturales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;4B;OAT 19;CN04;Ciencias Naturales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;5B;OAT 19;CN05;Ciencias Naturales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;CN06;Ciencias Naturales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;7B;OAT 19;CN07;Ciencias Naturales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;8B;OAT 19;CN08;Ciencias Naturales;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;1B;OAT 19;EF01;Ed. Física y Salud;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;1M;OAT 19;EF1M;Ed. Física y Salud;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;2B;OAT 19;EF02;Ed. Física y Salud;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
M;2M;OAT 19;EF2M;Ed. Física y Salud;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;3B;OAT 19;EF03;Ed. Física y Salud;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;4B;OAT 19;EF04;Ed. Física y Salud;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;5B;OAT 19;EF05;Ed. Física y Salud;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;6B;OAT 19;EF06;Ed. Física y Salud;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
B;7B;OAT 19;EF07;Ed. Física y Salud;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;8B;OAT 19;EF08;Ed. Física y Salud;Aprendizajes Transversales;Practicar la iniciativa personal, la creatividad y el espíritu emprendedor en los ámbitos personal, escolar y comunitario, aportando con esto al desarrollo de la sociedad.
B;1B;OAT 19;HI01;Historia, Geografía y Ciencias Sociales;Aprendizajes Transversales;Valorar el carácter único de cada ser humano y, por lo tanto, la diversidad que se manifiesta entre las personas, y desarrollar la capacidad de empatía con los otros.
